helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,router_holdout_pos_adv_recall,router_note,block_jaccard_max,gain_corr_max,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,benign_rows,benign_harmful_override,eval_pos_adv_rows,eval_pos_adv_proposal_recall,eval_pos_adv_proposal_precision,oracle_utility_total,realized_utility_total,oracle_utility_recovery,oracle_gap_recovery,dense_oracle_macro,oracle_random_bank_macro,oracle_proximity_bank_macro
1249,50,1199,0.9615,0.3931,0.1898,0.8469,trained,0.0,0.9653,12509,0.4828,2543,0.5172,1.82,3.8415,2000,3,6863,0.651,0.9087,16569.6,9119.6,0.5504,0.4926,0.9681,0.8918,0.8882
