cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,28680,0.25320480863860734,0.5526499412601431,4,28676,0,0,0,0,0
1,1725885,0.4644120140072923,0.01617784623929939,1725030,83,0,0,0,772,0
2,4616,0.02965120007493865,0.3888056564507469,0,0,4616,0,0,0,0
3,3524,0.03526528371421177,2.773563594824091,0,0,0,0,3524,0,0
4,21468,0.05709613340266528,0.1598984387686003,1,0,21467,0,0,0,0
5,6208,0.061238776851467565,61.74417414610585,0,0,0,0,0,6171,37
6,206010,0.08791887906893715,0.025658008919299192,47,0,0,182152,23811,0,0
7,3609,0.011212904241879849,3.472544938103051,3530,0,0,0,0,13,66
