true_class,support,benign_gate_rate,all_reject_rate,DoS_DDoS_accept_rate,DoS_DDoS_selected_rate,DoS_DDoS_margin,DoS_DDoS_stability,Scan_Brute_accept_rate,Scan_Brute_selected_rate,Scan_Brute_margin,Scan_Brute_stability,WebBot_Rare_accept_rate,WebBot_Rare_selected_rate,WebBot_Rare_margin,WebBot_Rare_stability
benign,454537,0.9922646561226038,0.001533428521770505,0.0029920556522351318,0.0029414547110576256,-0.05171377584338188,0.004048217553645372,0.0013398249207435258,0.0010428193964407738,-0.09234192967414856,0.006923413835465908,0.005621104552544678,0.002217641248127215,0.0053573898039758205,0.005489545874297619
bot,393,0.05089058524173028,0.0,0.007633587786259542,0.0,-8.073805809020996,0.5042571425437927,0.5648854961832062,0.19083969465648856,-5.323875904083252,0.9064200520515442,0.9465648854961832,0.7582697201017812,2.404773712158203,0.9436684250831604
ddos,25606,0.00011716004061548074,0.0,0.9996094665312817,0.999531359837538,8.996780395507812,0.33920836448669434,0.0,0.0,-11.486504554748535,0.9232497215270996,0.9998047332656409,0.0003514801218464422,1.600258469581604,0.6028375029563904
dos-goldeneye,2059,0.0,0.001942690626517727,0.9893152015541525,0.9893152015541525,8.46905517578125,0.9360455870628357,0.0,0.0,-10.773293495178223,0.9450353980064392,0.7775619232637202,0.008742107819329771,0.2777324616909027,0.7591479420661926
dos-hulk,46025,0.0,0.001412275936990766,0.9959369907658882,0.9959369907658882,8.638379096984863,0.6570677161216736,0.00010863661053775122,2.1727322107550245e-05,-12.317486763000488,0.9405674338340759,0.7146116241173276,0.0026290059750135797,0.9643315672874451,0.7782275080680847
dos-slowhttptest,1100,0.0009090909090909091,0.0027272727272727275,0.9881818181818182,0.9881818181818182,7.805397033691406,0.5137171745300293,0.0,0.0,-9.744391441345215,0.9407102465629578,0.8154545454545454,0.008181818181818182,0.30109941959381104,0.9481562972068787
dos-slowloris,1159,0.0025884383088869713,0.004314063848144953,0.9551337359792925,0.9551337359792925,6.5594658851623535,0.5248225927352905,0.0,0.0,-10.30126667022705,0.9331657290458679,0.9188955996548749,0.03796376186367558,0.5162270069122314,0.8758196234703064
ftp-patator,1588,0.0,0.0,0.5075566750629723,0.0006297229219143577,-5.910582542419434,0.504285991191864,0.9943324937027708,0.9943324937027708,-0.014934009872376919,0.24938660860061646,0.47103274559193953,0.005037783375314861,-0.06621270626783371,0.8967032432556152
heartbleed,2,0.0,0.0,0.0,0.0,-3.6626858711242676,0.7271417379379272,0.0,0.0,-8.118830680847168,0.9434947371482849,1.0,1.0,2.395350933074951,0.6179137229919434
infiltration,7,0.0,0.0,0.42857142857142855,0.0,-0.9887602925300598,0.699693500995636,0.8571428571428571,0.0,0.5417693853378296,0.9907591938972473,1.0,1.0,2.0538442134857178,0.9982615113258362
portscan,31786,6.292078273453722e-05,0.0017932423079343107,0.0004719058705090291,0.0004719058705090291,-9.379691123962402,0.35946834087371826,0.9834518341408167,0.9834518341408167,-0.05629153922200203,0.8984826803207397,0.7338765494242748,0.014220096898005411,1.4866101741790771,0.8817402720451355
ssh-patator,1179,0.0,0.002544529262086514,0.0033927056827820186,0.002544529262086514,-7.981837749481201,0.5602466464042664,0.9855810008481765,0.9838846480067854,-0.10425407439470291,0.8646903038024902,0.55470737913486,0.01102629346904156,-0.11220505833625793,0.9602345824241638
web-attack-�-brute-force,302,0.0,0.006622516556291391,0.2913907284768212,0.25496688741721857,-0.695608377456665,0.4100727438926697,0.0,0.0,-6.531924247741699,0.9300352931022644,0.9900662251655629,0.7384105960264901,0.6168884634971619,0.8886072039604187
web-attack-�-sql-injection,4,0.0,0.0,0.5,0.5,-4.399630069732666,0.8110278844833374,0.0,0.0,-14.051315307617188,0.9443825483322144,0.75,0.5,1.300073266029358,0.43362632393836975
web-attack-�-xss,130,0.007692307692307693,0.03076923076923077,0.2076923076923077,0.2,-0.8705186247825623,0.3539268970489502,0.0,0.0,-6.163285732269287,0.9255304336547852,0.9615384615384616,0.7615384615384615,0.4830809235572815,0.8116141557693481
