method,class,precision,recall,f1,support
hce_global,benign,0.9924976813885106,0.9962342899148569,0.9943624753135686,3502925
hce_global,bot,0.9998555748122473,0.9999518536350506,0.9999037119060228,41540
hce_global,brute_force,0.8449481446660987,1.0,0.9159586919653165,115038
hce_global,ddos,0.9998701035732979,0.9880846758208774,0.9939424552235405,264869
hce_global,dos,1.0,0.6513788721469477,0.7888908876496572,60593
hce_global,infiltration,0.5309914407988587,0.3956683497209673,0.45344906349931474,37630
hce_global,web_attacks,1.0,0.08086785009861933,0.14963503649635038,507
hce_global,macro_avg,,,0.7565917602933959,4023102
hce_global,weighted_avg,,,0.9838895938973476,4023102
hce_global,tail_avg,,,0.5343292706338959,4023102
hce_factorized,benign,0.9924951494912299,0.9962354318176952,0.9943617734078296,3502925
hce_factorized,bot,0.9998555748122473,0.9999518536350506,0.9999037119060228,41540
hce_factorized,brute_force,0.8449481446660987,1.0,0.9159586919653165,115038
hce_factorized,ddos,0.9998701045658245,0.9880922267233991,0.9939462760482931,264869
hce_factorized,dos,1.0,0.6513788721469477,0.7888908876496572,60593
hce_factorized,infiltration,0.5309589236643946,0.39537602976348657,0.4532451904769158,37630
hce_factorized,web_attacks,0.9111111111111111,0.08086785009861933,0.14855072463768115,507
hce_factorized,macro_avg,,,0.7564081794416738,4023102
hce_factorized,weighted_avg,,,0.9838871907285801,4023102
hce_factorized,tail_avg,,,0.5338998756735399,4023102
hce_blend_l0p2,benign,0.9924948693562919,0.9962357172934048,0.9943617750143787,3502925
hce_blend_l0p2,bot,0.9998555748122473,0.9999518536350506,0.9999037119060228,41540
hce_blend_l0p2,brute_force,0.8449481446660987,1.0,0.9159586919653165,115038
hce_blend_l0p2,ddos,0.9998701040695631,0.9880884512721383,0.9939443656395445,264869
hce_blend_l0p2,dos,1.0,0.6513788721469477,0.7888908876496572,60593
hce_blend_l0p2,infiltration,0.5309020839280617,0.39537602976348657,0.45322447984890485,37630
hce_blend_l0p2,web_attacks,1.0,0.08086785009861933,0.14963503649635038,507
hce_blend_l0p2,macro_avg,,,0.7565598497885965,4023102
hce_blend_l0p2,weighted_avg,,,0.9838870092827072,4023102
hce_blend_l0p2,tail_avg,,,0.5342544094170927,4023102
hce_blend_l0p4,benign,0.9924948693562919,0.9962357172934048,0.9943617750143787,3502925
hce_blend_l0p4,bot,0.9998555748122473,0.9999518536350506,0.9999037119060228,41540
hce_blend_l0p4,brute_force,0.8449481446660987,1.0,0.9159586919653165,115038
hce_blend_l0p4,ddos,0.9998701040695631,0.9880884512721383,0.9939443656395445,264869
hce_blend_l0p4,dos,1.0,0.6513788721469477,0.7888908876496572,60593
hce_blend_l0p4,infiltration,0.5309020839280617,0.39537602976348657,0.45322447984890485,37630
hce_blend_l0p4,web_attacks,1.0,0.08086785009861933,0.14963503649635038,507
hce_blend_l0p4,macro_avg,,,0.7565598497885965,4023102
hce_blend_l0p4,weighted_avg,,,0.9838870092827072,4023102
hce_blend_l0p4,tail_avg,,,0.5342544094170927,4023102
hce_blend_l0p6,benign,0.992494867221804,0.9962354318176952,0.9943616317417224,3502925
hce_blend_l0p6,bot,0.9998796427797704,0.9999518536350506,0.9999157469036987,41540
hce_blend_l0p6,brute_force,0.8449481446660987,1.0,0.9159586919653165,115038
hce_blend_l0p6,ddos,0.9998701040695631,0.9880884512721383,0.9939443656395445,264869
hce_blend_l0p6,dos,1.0,0.6513788721469477,0.7888908876496572,60593
hce_blend_l0p6,infiltration,0.5308641975308642,0.39537602976348657,0.45321067381503594,37630
hce_blend_l0p6,web_attacks,1.0,0.08086785009861933,0.14963503649635038,507
hce_blend_l0p6,macro_avg,,,0.7565595763159038,4023102
hce_blend_l0p6,weighted_avg,,,0.9838868796661526,4023102
hce_blend_l0p6,tail_avg,,,0.534253819071695,4023102
hce_blend_l0p8,benign,0.9924951494912299,0.9962354318176952,0.9943617734078296,3502925
hce_blend_l0p8,bot,0.9998555748122473,0.9999518536350506,0.9999037119060228,41540
hce_blend_l0p8,brute_force,0.8449481446660987,1.0,0.9159586919653165,115038
hce_blend_l0p8,ddos,0.9998701045658245,0.9880922267233991,0.9939462760482931,264869
hce_blend_l0p8,dos,1.0,0.6513788721469477,0.7888908876496572,60593
hce_blend_l0p8,infiltration,0.5309589236643946,0.39537602976348657,0.4532451904769158,37630
hce_blend_l0p8,web_attacks,0.9111111111111111,0.08086785009861933,0.14855072463768115,507
hce_blend_l0p8,macro_avg,,,0.7564081794416738,4023102
hce_blend_l0p8,weighted_avg,,,0.9838871907285801,4023102
hce_blend_l0p8,tail_avg,,,0.5338998756735399,4023102
hce_blend_l1,benign,0.9924951494912299,0.9962354318176952,0.9943617734078296,3502925
hce_blend_l1,bot,0.9998555748122473,0.9999518536350506,0.9999037119060228,41540
hce_blend_l1,brute_force,0.8449481446660987,1.0,0.9159586919653165,115038
