method,bucket,rows,accuracy,macro_f1,tail_f1
realistic_oracle,all,4023110,0.9902776707572003,0.8563678810225782,0.7641222915384948
realistic_oracle,seen_same_label,1955921,0.9994263571994983,0.8578081634671725,0.6683263205305172
realistic_oracle,seen_diff_label,48156,0.2196403355760445,0.20193329978305935,0.3059489441139447
realistic_oracle,unseen,2019033,0.9997954466321254,0.9962908983308616,0.9913847360996336
xgboost_c0,all,4023110,0.9810054907770357,0.7482558164749261,0.5165833548190611
xgboost_c0,seen_same_label,1955921,0.9960366497419886,0.8833430099977855,0.728559249866898
xgboost_c0,seen_diff_label,48156,0.09728798072929645,0.05832183677154853,0.041785969236603736
xgboost_c0,unseen,2019033,0.987521749273043,0.7725298846571114,0.4754930654476179
tabpfn_v3,all,4023110,0.9851937928617412,0.7608886932893776,0.5479983685435155
tabpfn_v3,seen_same_label,1955921,0.9994733938640671,0.9204539118045819,0.8145419243470503
tabpfn_v3,seen_diff_label,48156,0.13097018024752888,0.06918080537032072,0.036311639864020855
tabpfn_v3,unseen,2019033,0.9917346571353712,0.7861323951806829,0.5103093294166785
