round,expert,coverage,regime_tune_rows,marginal,action
0,7,0.4331,1,,dropped(min-support)
0,1,0.7113,1381,2.4374,kept(prune off)
0,2,0.9513,27828,0.0755,kept(prune off)
0,3,0.6897,6177,5.7715,kept(prune off)
0,4,0.3753,613,2.7488,kept(prune off)
0,5,0.6701,173,0.3076,kept(prune off)
0,6,0.3059,2893,0.3927,kept(prune off)
0,8,0.3955,108560,0.0005,kept(prune off)
