true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
brute_force,target known,brute_force,100000,6e-05,0.32762,0.0,0.67232,1.67226
ddos,target known,flood,100000,0.00182,0.99818,0.0,0.0,0.99818
dos,target known,flood,60594,0.008235138792619731,0.6433640294418589,0.0,0.34840083176552133,1.3401656929729016
infiltration,target known,tail,37631,0.03295155589806277,0.9667827057479206,0.00026573835401663524,0.0,0.9670484441019372
web_attacks,target known,tail,509,0.9901768172888016,0.005893909626719057,0.003929273084479371,0.0,0.009823182711198428
unseen::bot,target unseen,,41542,0.98514756150402,,0.014852438495979971,0.0,0.014852438495979971
benign_diagnostic,benign diagnostic,,100000,0.23408,,0.76588,4e-05,0.76596
