expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9957594928826731,0.48678152598812796,0.3818260208538979,0.0,,0.02343
brute_force,brute_force,brute_force,True,0.99994,0.10622238771423108,0.12593295062148446,0.0,,0.0
tail,"infiltration,web_attacks","bot,infiltration,web_attacks",False,0.9539590980597797,3.837386893021328e-06,6.666666666666667e-06,0.014852438495979971,,0.74253
benign,benign,benign,True,0.96129,0.09014708737539082,0.12086936647230476,0.9999518559530114,,
