true_class,owner_expert,intruding_expert,false_accept_count,true_class_test_support,owner_also_in_rate,owner_lower_energy_rate,resolvable_by_argmin_rate,mean_owner_energy,owner_threshold,mean_intruder_energy,intruder_threshold
brute_force,brute_force,flood,67232,100000,1.0,1.0,1.0,-4.047576904296875,-4.047576427459717,-2.9336695671081543,-2.933669328689575
dos,flood,brute_force,21110,60594,1.0,0.0,0.0,-2.9336695671081543,-2.933669328689575,-4.047576427459717,-4.047576427459717
infiltration,tail,flood,10,37631,0.0,0.0,0.0,-0.2973417639732361,-2.7786734104156494,-2.9356322288513184,-2.933669328689575
web_attacks,tail,flood,2,509,0.0,0.0,0.0,-0.15117739140987396,-2.7786734104156494,-3.9570212364196777,-2.933669328689575
dos,flood,tail,1,60594,1.0,1.0,1.0,-4.501734256744385,-2.933669328689575,-2.956883192062378,-2.7786734104156494
