expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8619,10858,17048,0.7732,0.079
2,202121,normgain,0.9217,16,15805,0.6647,0.6411
