K,beta,tune_expert_balanced_nll
2,0.0,1.62045
2,0.5,3.096078
2,1.0,6.176925
4,0.0,1.183732
4,0.5,2.634951
4,1.0,6.110105
8,0.0,0.979191
8,0.5,2.544107
8,1.0,6.049968
