class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,35160,35160,0,3498463,3498463
bot,4,4,0,41418,41418
brute_force,21110,21110,0,115020,115020
ddos,6,6,0,257715,257715
dos,2,2,0,38846,38846
infiltration,2309,2309,0,10176,10176
web_attacks,2493,2493,0,392,392
