arm,split,class,support,global_f1,system_f1,delta_f1,precision,recall,helpful,harmful,net_correction
legacy,cal_confirm,benign,9353,0.8733305215802053,0.8733305215802053,0.0,0.777406974803938,0.9962578851705335,0,0,0.0
legacy,cal_confirm,bot,173,1.0,1.0,0.0,1.0,1.0,0,0,0.0
legacy,cal_confirm,brute_force,4917,1.0,1.0,0.0,1.0,1.0,0,0,0.0
legacy,cal_confirm,ddos,9780,1.0,1.0,0.0,1.0,1.0,0,0,0.0
legacy,cal_confirm,dos,6165,0.9998377676833226,0.9998377676833226,0.0,1.0,0.9996755879967559,0,0,0.0
legacy,cal_confirm,infiltration,2784,0.062154696132596686,0.062154696132596686,0.0,0.8035714285714286,0.032327586206896554,0,0,0.0
legacy,cal_confirm,web_attacks,41,0.6178861788617886,0.6178861788617886,0.0,0.4634146341463415,0.926829268292683,0,0,0.0
post_z,cal_confirm,benign,9353,0.8733305215802053,0.8733305215802053,0.0,0.777406974803938,0.9962578851705335,0,0,0.0
post_z,cal_confirm,bot,173,1.0,1.0,0.0,1.0,1.0,0,0,0.0
post_z,cal_confirm,brute_force,4917,1.0,1.0,0.0,1.0,1.0,0,0,0.0
post_z,cal_confirm,ddos,9780,1.0,1.0,0.0,1.0,1.0,0,0,0.0
post_z,cal_confirm,dos,6165,0.9998377676833226,0.9998377676833226,0.0,1.0,0.9996755879967559,0,0,0.0
post_z,cal_confirm,infiltration,2784,0.062154696132596686,0.062154696132596686,0.0,0.8035714285714286,0.032327586206896554,0,0,0.0
post_z,cal_confirm,web_attacks,41,0.6178861788617886,0.6178861788617886,0.0,0.4634146341463415,0.926829268292683,0,0,0.0
post_raw,cal_confirm,benign,9353,0.8733305215802053,0.8733305215802053,0.0,0.777406974803938,0.9962578851705335,0,0,0.0
post_raw,cal_confirm,bot,173,1.0,1.0,0.0,1.0,1.0,0,0,0.0
post_raw,cal_confirm,brute_force,4917,1.0,1.0,0.0,1.0,1.0,0,0,0.0
post_raw,cal_confirm,ddos,9780,1.0,1.0,0.0,1.0,1.0,0,0,0.0
post_raw,cal_confirm,dos,6165,0.9998377676833226,0.9998377676833226,0.0,1.0,0.9996755879967559,0,0,0.0
post_raw,cal_confirm,infiltration,2784,0.062154696132596686,0.062154696132596686,0.0,0.8035714285714286,0.032327586206896554,0,0,0.0
post_raw,cal_confirm,web_attacks,41,0.6178861788617886,0.6178861788617886,0.0,0.4634146341463415,0.926829268292683,0,0,0.0
decision_post_raw,cal_confirm,benign,9353,0.8733305215802053,0.8733305215802053,0.0,0.777406974803938,0.9962578851705335,0,0,0.0
decision_post_raw,cal_confirm,bot,173,1.0,1.0,0.0,1.0,1.0,0,0,0.0
decision_post_raw,cal_confirm,brute_force,4917,1.0,1.0,0.0,1.0,1.0,0,0,0.0
decision_post_raw,cal_confirm,ddos,9780,1.0,1.0,0.0,1.0,1.0,0,0,0.0
decision_post_raw,cal_confirm,dos,6165,0.9998377676833226,0.9998377676833226,0.0,1.0,0.9996755879967559,0,0,0.0
decision_post_raw,cal_confirm,infiltration,2784,0.062154696132596686,0.062154696132596686,0.0,0.8035714285714286,0.032327586206896554,0,0,0.0
decision_post_raw,cal_confirm,web_attacks,41,0.6178861788617886,0.6178861788617886,0.0,0.4634146341463415,0.926829268292683,0,0,0.0
decision_both_raw,cal_confirm,benign,9353,0.8733305215802053,0.8733305215802053,0.0,0.777406974803938,0.9962578851705335,0,0,0.0
decision_both_raw,cal_confirm,bot,173,1.0,1.0,0.0,1.0,1.0,0,0,0.0
decision_both_raw,cal_confirm,brute_force,4917,1.0,1.0,0.0,1.0,1.0,0,0,0.0
decision_both_raw,cal_confirm,ddos,9780,1.0,1.0,0.0,1.0,1.0,0,0,0.0
decision_both_raw,cal_confirm,dos,6165,0.9998377676833226,0.9998377676833226,0.0,1.0,0.9996755879967559,0,0,0.0
decision_both_raw,cal_confirm,infiltration,2784,0.062154696132596686,0.062154696132596686,0.0,0.8035714285714286,0.032327586206896554,0,0,0.0
decision_both_raw,cal_confirm,web_attacks,41,0.6178861788617886,0.6178861788617886,0.0,0.4634146341463415,0.926829268292683,0,0,0.0
dense_decision_raw,cal_confirm,benign,9353,0.8733305215802053,0.8733305215802053,0.0,0.777406974803938,0.9962578851705335,0,0,0.0
