metric,value
energy_threshold,2.577296257019043
energy_scale,0.9027994275093079
auroc_ood,0.6789967789643515
aupr_ood,0.7987965592550633
fpr95_ood,0.7101
id_retain_at_tau,0.9597
ood_detect_at_tau,0.04294714197910264
id_macro_f1,0.5581620187489558
id_weighted_f1,0.5581620187489557
