expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9696571233616694,0.020960214147125848,0.021964789902009632,0.00691,0.006733410117834677,0.2707
probe_access,password,"scanning,password",True,0.94761,3.057891444853708e-05,2.9996186199183248e-05,0.00017,0.0,0.00674
application,"injection,xss","injection,xss",False,0.962575699153984,0.024709830644848236,0.04110971133761991,0.02665,0.005764949109414759,0.18629
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9500199170513391,0.0,0.0,0.0,0.000997506234413965,0.0
benign,benign,benign,True,0.88533,0.030472565120452443,0.02913224380035502,0.99179,0.13238145601974263,
