class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
ddos,flood,False,100000,0.99564,0.99659,0.99441,0.00218,0.00082,0.00259,local_classifier,1955,injection,1312,662,17006
password,probe_access,False,100000,0.99777,1.0,0.94761,0.05239,0.0,0.0,gate,11,injection,10,17,674
xss,application,False,100000,0.99141,0.99541,0.98063,0.01478,0.00334,0.00125,gate,9282,dos,5879,2613,18482
injection,application,False,76356,0.9353554403059353,0.9588506469694589,0.9007281680549007,0.05812247891455812,0.03382838283828383,0.007320970192257321,gate,637,xss,334,52,147
dos,flood,False,40692,0.8222992234345817,0.9999508502899833,0.9068121498083161,0.09313870048166716,0.0,4.91497100167109e-05,gate,4814,xss,3172,29,10064
backdoor,stealth_malware,True,40678,0.9992133339888883,0.9990166674861104,0.99670583607847,0.0023108314076404936,0.0,0.0009833325138895717,gate,0,,0,0,0
mitm,stealth_malware,True,1204,0.8081395348837209,0.9950166112956811,0.0,0.9950166112956811,0.0,0.0049833887043189366,gate,0,,0,0,0
ransomware,stealth_malware,True,795,0.9735849056603774,0.9937106918238994,0.0,0.9937106918238994,0.0,0.006289308176100629,gate,0,,0,0,0
