expert,epoch,loss,ce_loss,energy_margin_loss,val_macro_f1,val_accuracy
flood,1,0.0833671839222908,0.008450447497576475,0.7491673500785828,0.9995096384935418,0.9995148360917842
flood,2,0.0409062693002224,0.0067851139639467,0.34121154675102233,0.9994873516867128,0.9994927831868653
flood,3,0.03489035367941856,0.006309542956471443,0.2858081016998291,0.9995207819734859,0.9995258625442437
flood,4,0.031969262991428375,0.006035573412545026,0.2593368922653198,0.9995765156844306,0.999580994806541
flood,5,0.029931401317238808,0.005885426628604531,0.2404597434806824,0.9995430795695193,0.9995479154491625
flood,6,0.028657989173293114,0.005755767899751663,0.22902220911884308,0.9995765098580918,0.999580994806541
flood,7,0.02747096019124985,0.005611833923984319,0.2185912586107254,0.9995653663775622,0.9995699683540814
flood,8,0.026667105105161668,0.00543733976688236,0.21229764981174468,0.9998551314150789,0.9998566561180271
flood,9,0.02584393091034889,0.005269934596538544,0.2057399587993622,0.9997994095168478,0.9998015238557298
flood,10,0.02544047542333603,0.005240512556314469,0.20199962581253053,0.9996099459739799,0.9996140741639192
flood,11,0.024941484061956405,0.005106749746359884,0.1983473398704529,0.9998328416465163,0.9998346032131082
flood,12,0.024466170564234255,0.005002538475863636,0.194636317281723,0.9998328431759937,0.9998346032131082
flood,13,0.024044711708426477,0.0049098286395929756,0.19134882721710206,0.9998328431759937,0.9998346032131082
flood,14,0.02382450632250309,0.004968416777942329,0.18856089166641235,0.9996099459739799,0.9996140741639192
flood,15,0.02334136543750763,0.004791567526265979,0.18549797466850282,0.9998439866074428,0.9998456296655677
probe_access,1,0.005629044447388693,0.00044922432189442064,0.05179820030625225,0.5,1.0
probe_access,2,0.0009783708138310686,0.0001862636426172723,0.007921071561149445,0.5,1.0
probe_access,3,0.0006056256832799549,0.00010817079243816666,0.004974548830217714,0.5,1.0
probe_access,4,0.0004104256368262737,6.479693212183438e-05,0.003456287004968702,0.5,1.0
probe_access,5,0.00026948338993535933,3.482550495031409e-05,0.0023465788108894057,0.5,1.0
probe_access,6,0.00020342410643219653,2.346826851209544e-05,0.0017995583424448198,0.5,1.0
probe_access,7,0.00017490609895324784,1.6230553812663465e-05,0.0015867554148403672,0.5,1.0
probe_access,8,0.00015550678876024806,1.1090019479292606e-05,0.0014441676661941724,0.5,1.0
probe_access,9,0.00013455076128823193,7.901786773685916e-06,0.0012664897284150353,0.5,1.0
probe_access,10,0.000131539861467296,5.8434722274099176e-06,0.0012569638690665816,0.5,1.0
probe_access,11,0.00012081538801727223,4.6541346895890445e-06,0.0011616125155690168,0.5,1.0
probe_access,12,0.00011647218331665749,3.8720411286436075e-06,0.0011260014043197155,0.5,1.0
probe_access,13,0.00010902562837618878,3.310240523670763e-06,0.0010571538652594506,0.5,1.0
probe_access,14,0.00010481220863575499,2.848870920649538e-06,0.0010196333593762248,0.5,1.0
probe_access,15,9.8953015275771e-05,2.5495841020991654e-06,0.000964034297566679,0.5,1.0
application,1,0.3200684499835968,0.0676779271068573,2.5239051782302857,0.9772330116638235,0.97724
