run,class,rows,proposed,accepted,g_ok_f_ok,helpful,harmful,wrong_wrong,wrong_wrong_changed,net_correction,net_per_1M,harmful_rate_of_correct,harmful_rate_lo,harmful_rate_hi,override_precision,override_prec_lo,override_prec_hi,acc_global_on_proposed,acc_final_on_proposed,acc_global_on_accepted,acc_final_on_accepted
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,benign,3502926,19050,88,3488208,2,17,14699,0,-15,-4.282,4.87e-06,3.04e-06,7.81e-06,0.105263,0.029359,0.313941,0.970761,0.969974,0.977273,0.806818
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,bot,41542,223,1,41415,0,0,127,0,0,0.0,0.0,0.0,9.275e-05,0.0,0.0,0.793451,0.430493,0.430493,0.0,0.0
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,brute_force,115040,89478,12108,77344,0,0,37696,12108,0,0.0,0.0,0.0,4.966e-05,0.0,0.0,0.793451,0.864391,0.864391,0.0,0.0
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,ddos,264872,57329,8938,224854,1841,2,38175,1,1839,6942.976,8.89e-06,2.44e-06,3.243e-05,0.998915,0.996052,0.999702,0.514173,0.546251,0.79313,0.998881
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,dos,60594,33562,2023,20483,428,0,39683,1,428,7063.406,0.0,0.0,0.00018751,1.0,0.991104,1.0,0.30901,0.321763,0.0,0.211567
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,infiltration,37631,504,8,12076,0,4,25551,4,-4,-106.295,0.00033113,0.00012878,0.00085117,0.0,0.0,0.489891,0.111111,0.103175,0.5,0.0
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,web_attacks,509,198,7,226,7,0,276,0,7,13752.456,0.0,0.0,0.01671352,1.0,0.64567,1.0,0.0,0.035354,0.0,1.0
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,ALL,4023114,200344,23173,3864606,2278,23,156207,12114,2255,560.511,5.95e-06,3.97e-06,8.93e-06,0.990004,0.985045,0.99333,0.678019,0.689274,0.3098,0.407112
