run,score,coverage,rows,balanced_error,classes_present,error_rate,macro_f1
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,1.0,4023114,0.336472,7,0.038833,0.651403
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,0.99,3982883,0.316394,7,0.033618,0.683873
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,0.97,3902421,0.391698,7,0.030925,0.583748
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,0.95,3821958,0.372897,7,0.024508,0.611789
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,0.9,3620803,0.338228,7,0.021185,0.629407
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,0.8,3218491,0.271324,7,0.016818,0.660146
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,0.7,2816180,0.242271,7,0.014272,0.676956
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,0.5,2011557,0.257297,7,0.00282,0.647371
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,0.3,1206934,0.068207,6,0.002126,0.706942
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_maxprob,AURC_balanced,4023114,0.174434,7,,
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,1.0,4023114,0.340422,7,0.039394,0.667931
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,0.99,3982883,0.322929,7,0.034384,0.698501
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,0.97,3902421,0.400561,7,0.032123,0.597325
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,0.95,3821958,0.38039,7,0.028363,0.606572
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,0.9,3620803,0.346929,7,0.025475,0.623781
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,0.8,3218491,0.277724,7,0.021227,0.656578
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,0.7,2816180,0.244021,7,0.016526,0.675963
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,0.5,2011557,0.257297,7,0.00282,0.647371
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,0.3,1206934,0.068207,6,0.002126,0.706942
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,global_maxprob,AURC_balanced,4023114,0.176546,7,,
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,1.0,4023114,0.336472,7,0.038833,0.651403
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,0.99,3982883,0.297499,7,0.032307,0.656916
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,0.97,3902421,0.335534,7,0.02883,0.6313
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,0.95,3821958,0.299913,7,0.023007,0.567595
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,0.9,3620803,0.400782,7,0.014957,0.476743
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,0.8,3218491,0.541952,7,0.008349,0.335253
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,0.7,2816180,0.541972,7,0.009093,0.335241
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,0.5,2011557,0.541963,7,0.010963,0.335234
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,0.3,1206934,0.541951,7,0.015399,0.335206
20260827_063039_nfv3_cic2018_exp23d_anchmode_natural,system_glower,AURC_balanced,4023114,0.35149,7,,
