cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,20941,0.1452522433898767,14.706006336931711,0,0,0,0,20941,0,0
1,15715,0.2523257607791489,35.69170859527344,0,0,0,0,0,15715,0
2,140,0.002978885145993894,1975.7929022432593,0,0,0,0,0,0,140
