expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9664,735,6049,0.7742,0.7914
2,202121,normgain,0.9677,2419,4105,0.761,0.9134
