class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3498535,0,0,4391,0
bot,41542,41415,0,0,127,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,213851,0,0,51021,0
dos,60594,38721,0,0,21873,0
infiltration,37631,10138,0,0,27493,0
web_attacks,509,244,0,0,265,0
