class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,79608,79608,0,3498535,3498535
bot,12,12,0,41415,41415
brute_force,0,0,0,37676,37676
ddos,7,7,0,213851,213851
dos,54,54,0,38721,38721
infiltration,100679,100679,0,10138,10138
web_attacks,2174,2174,0,244,244
