K,beta,tune_expert_balanced_nll
2,0.0,1.193632
2,0.5,2.505828
2,1.0,5.544083
4,0.0,0.947479
4,0.5,2.455787
4,1.0,5.843954
8,0.0,0.949621
8,0.5,2.624123
8,1.0,6.289091
