method,bucket,rows,accuracy,macro_f1,tail_f1
localpfn_knn,all,4023110,0.9688410210011658,0.7120752660207794,0.5385879763873075
localpfn_knn,seen_same_label,1955921,0.9984866464443094,0.9187725280925688,0.8122814735713423
localpfn_knn,seen_diff_label,48156,0.12102334080903729,0.06464736427691964,0.03404501837920354
localpfn_knn,unseen,2019033,0.9603433921089948,0.6809693394064016,0.4826962037842155
