method,bucket,cls,support,precision,recall,f1
localpfn_knn,all,benign,3502926,0.99231977811491,0.9956302245608386,0.9939722449668246
localpfn_knn,all,bot,41541,0.9977028170716963,0.9932355985652729,0.9954641961011388
localpfn_knn,all,brute_force,115039,0.5822971303590595,0.9997739896904528,0.735953672153701
localpfn_knn,all,ddos,264871,0.9990973260132886,0.7647043277671017,0.8663264913323724
localpfn_knn,all,dos,60594,0.976568805488297,0.638990659141169,0.7725105245306358
localpfn_knn,all,infiltration,37631,0.5102880658436214,0.3229252478010151,0.39554072747986
localpfn_knn,all,web_attacks,508,0.12900407687827606,0.8720472440944882,0.22475900558092338
localpfn_knn,seen_same_label,benign,1743432,0.9998276961248859,0.998496069820905,0.9991614392938871
localpfn_knn,seen_same_label,bot,39682,0.99909200968523,0.9982359760092737,0.9986638094037564
localpfn_knn,seen_same_label,brute_force,77454,0.9998321866084914,1.0,0.9999160862633213
localpfn_knn,seen_same_label,ddos,79154,0.9998862817937152,0.9997473279935316,0.9998168000656993
localpfn_knn,seen_same_label,dos,6322,0.9913752548220166,1.0,0.9956689503110481
localpfn_knn,seen_same_label,infiltration,9651,0.8117230662983426,0.9743031810175111,0.8856133741464564
localpfn_knn,seen_same_label,web_attacks,226,0.38175675675675674,1.0,0.5525672371638142
localpfn_knn,seen_diff_label,benign,8255,0.23507493582843422,0.6878255602665051,0.3503964948008269
localpfn_knn,seen_diff_label,bot,0,0.0,0.0,0.0
localpfn_knn,seen_diff_label,brute_force,0,0.0,0.0,0.0
localpfn_knn,seen_diff_label,ddos,0,0.0,0.0,0.0
localpfn_knn,seen_diff_label,dos,21111,0.0,0.0,0.0
localpfn_knn,seen_diff_label,infiltration,18636,0.061567164179104475,0.0017707662588538314,0.0034425203421656583
localpfn_knn,seen_diff_label,web_attacks,154,0.05277401894451962,0.7597402597402597,0.09869253479544496
localpfn_knn,unseen,benign,1751239,0.9953028213940279,0.9942280865147476,0.9947651636711214
localpfn_knn,unseen,bot,1859,0.9654364381956649,0.8864981172673481,0.9242849130678632
localpfn_knn,unseen,brute_force,37585,0.3796254181954173,0.9993082346680857,0.5502263371471264
localpfn_knn,unseen,ddos,185717,0.9997002859434108,0.6645272107561505,0.7983620555814315
localpfn_knn,unseen,dos,33161,0.9737308767395029,0.9769608877898737,0.9753432080924855
localpfn_knn,unseen,infiltration,9344,0.2322558577048059,0.2906678082191781,0.2581994486167887
localpfn_knn,unseen,web_attacks,128,0.16,0.78125,0.2656042496679947
