cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15465,0.5692981011608321,34.601561151322166,0,0,0,0,0,15447,18
1,1911415,0.053924957010896016,0.019453196908047293,1736786,20643,0,131248,19535,3203,0
2,18674,0.015573703648015044,0.5750567650005733,35,0,18639,0,0,0,0
3,4872,0.009138296462020265,6.4248683766980035,4581,0,0,0,0,57,234
