expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9668,247,6467,0.7571,0.7186
2,202121,normgain,0.7643,2091,45539,0.7891,0.2891
3,202121,normgain,0.9569,195,8517,0.7676,0.4471
4,202121,normgain,0.9391,955,11358,0.7422,0.3842
