round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.706,10,,dropped(min-support)
0,4,0.5392,0,,dropped(min-support)
0,5,0.6982,0,,dropped(min-support)
0,6,0.4401,4,,dropped(min-support)
0,1,0.6888,1886,9.935,kept(prune off)
0,2,0.7032,68476,0.0033,kept(prune off)
0,7,0.592,15065,0.001,kept(prune off)
0,8,0.4013,113,0.0144,kept(prune off)
