K,beta,tune_expert_balanced_nll
2,0.0,1.510478
2,0.5,3.416986
2,1.0,7.397841
4,0.0,0.871783
4,0.5,2.551533
4,1.0,6.800648
8,0.0,0.841413
8,0.5,2.807934
8,1.0,7.266428
