a,b,agreement
global,e1,0.8138
global,e2,0.9966
global,e3,0.8592
global,e4,0.8589
e1,e2,0.8118
e1,e3,0.9538
e1,e4,0.9522
e2,e3,0.8573
e2,e4,0.8569
e3,e4,0.9956
