expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,6496,12761,6496,0,0,0,0,0,6484,12
2,1929647,12761,186000,174193,2281,954,2974,3149,2449,0
3,240,12761,240,0,0,0,0,0,0,240
4,9353,12761,9353,0,0,0,0,0,9353,0
