class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,45159,45159,0,3498140,3498140
bot,45,45,0,41415,41415
brute_force,21126,21126,0,115020,115020
ddos,284,284,0,247659,247659
dos,96,96,0,38857,38857
infiltration,1661,1661,0,10176,10176
web_attacks,3003,3003,0,473,473
