class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3498140,0,0,4786,0
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,247659,0,0,17213,0
dos,60594,38857,0,0,21737,0
infiltration,37631,10176,0,0,27455,0
web_attacks,509,473,0,0,36,0
