expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.7548,21,49543,0.8486,0.6102
2,202121,normgain,0.8831,2256,21378,0.649,0.93
3,202121,normgain,0.7105,8037,50467,0.8453,0.362
4,202121,normgain,0.8925,34,21701,0.7464,0.6036
