K,beta,tune_expert_balanced_nll
2,0.0,1.250101
2,0.5,2.452524
2,1.0,5.117386
4,0.0,1.100891
4,0.5,2.296138
4,1.0,5.226676
8,0.0,0.915766
8,0.5,2.338473
8,1.0,5.549089
