a,b,agreement
global,e1,0.8613
global,e2,0.9714
global,e3,0.8577
global,e4,0.7944
e1,e2,0.833
e1,e3,0.9799
e1,e4,0.9289
e2,e3,0.8296
e2,e4,0.766
e3,e4,0.9344
