round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.4676,9,,dropped(min-support)
0,3,0.4214,13,,dropped(min-support)
0,4,0.4494,0,,dropped(min-support)
0,8,0.3949,31,,dropped(min-support)
0,1,0.3911,813,1.9816,kept(prune off)
0,5,0.2607,83154,0.0019,kept(prune off)
0,6,0.4429,83,21.1413,kept(prune off)
0,7,0.1643,1451,7.7368,kept(prune off)
