class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497495,0,0,5431,0
bot,41542,41380,0,0,162,0
brute_force,115040,115020,0,0,20,0
ddos,264872,180132,5924,0,78816,0
dos,60594,38883,0,0,21711,0
infiltration,37631,11409,0,0,26222,0
web_attacks,509,224,0,0,285,0
