class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,111885,105961,-5924,3497495,3497495
bot,5,5,0,41380,41380
brute_force,21110,21110,0,115020,115020
ddos,7,7,0,180132,186056
dos,18,18,0,38883,38883
infiltration,3466,3466,0,11409,11409
web_attacks,2080,2080,0,224,224
