expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.7462,0.0003,6.3401
2,0.6849,0.0009,6.7796
3,0.7831,0.0606,3.7652
4,0.6525,0.0,6.5164
5,0.545,0.0002,7.6356
