a,b,agreement
global,e1,0.8527
global,e2,0.8071
global,e3,0.9923
global,e4,0.8496
global,e5,0.6632
e1,e2,0.9505
e1,e3,0.8561
e1,e4,0.9919
e1,e5,0.8042
e2,e3,0.8105
e2,e4,0.9521
e2,e5,0.7622
e3,e4,0.8528
e3,e5,0.6665
e4,e5,0.8048
