a,b,gain_pearson_r
e1,e2,0.9902
e1,e3,0.9211
e1,e4,0.9925
e1,e5,0.9893
e2,e3,0.9344
e2,e4,0.9952
e2,e5,0.9941
e3,e4,0.932
e3,e5,0.9394
e4,e5,0.9963
