K,beta,tune_expert_balanced_nll
2,0.0,1.8244
2,0.5,3.570686
2,1.0,7.406156
4,0.0,1.182797
4,0.5,2.759081
4,1.0,6.22742
8,0.0,0.936014
8,0.5,2.669992
8,1.0,6.411084
