expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9729,72,5412,0.7923,0.3575
2,202121,normgain,0.9691,435,5815,0.7267,0.5645
3,202121,normgain,0.9649,107,6992,0.7773,0.5263
4,202121,normgain,0.8036,291,39402,0.7373,0.3331
5,202121,normgain,0.9719,84,5588,0.6049,0.4915
