class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__flood (owner↑/non-owner↓),in_rate__theft (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
ddos,flood,False,False,100000,0.4174077578051088,0.02206,0.041905304649285276,0.0,0.0,0.0,-0.041905304649285276,0.94918,0.99811,0.94918,0.00369,9e-05
dos,flood,False,False,100000,0.4966982874805514,0.95452,0.6533937085220058,0.5005262160853733,0.95118,0.6559047842336814,0.0025110757116755256,0.95124,0.99019,0.95124,0.00364,0.01598
benign,benign,False,True,10399,,,,0.7975305531057074,0.6087123761900183,0.6904450261780104,,0.6087123761900183,0.8774882200211559,0.0,0.24502355995768824,0.6087123761900183
theft,theft,True,True,323,0.11204188481675392,0.9938080495356038,0.2013801756587202,0.29383429672447015,0.9442724458204335,0.4481998530492286,0.2468196773905084,0.9442724458204335,1.0,0.0,0.9442724458204335,0.0
macro_avg,,,,200323,0.342049310034138,0.6567960165118679,0.2988930629433371,0.26478683760328114,0.6318174819401445,0.3680348790943033,0.06914181615096622,,,,,
tail_macro_avg,,,,323,0.11204188481675392,0.9938080495356038,0.2013801756587202,0.29383429672447015,0.9442724458204335,0.4481998530492286,0.2468196773905084,,,,,
weighted_avg,,,,200323,0.4564967280709745,0.4891050952711371,0.3474136625043899,0.25033336205218243,0.4763457016917678,0.32814627863951246,-0.019267383864877426,,,,,
