expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.95021,0.0,0.0,0.00014,0.0,0.021523783877358673
theft,theft,theft,True,0.9442724458204335,0.003665,0.0,0.85792,0.22062824635171902,0.5439612225663121
benign,benign,benign,True,0.6087123761900183,0.00802204439829675,0.02278639992823181,0.79423,0.03165965866930497,
