true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
ddos,target known,flood,100000,0.04713,0.94918,0.00369,0.0,0.95287
dos,target known,flood,100000,0.04512,0.95124,0.00364,0.0,0.95488
theft,target known,theft,323,0.05572755417956656,0.9442724458204335,0.0,0.0,0.9442724458204335
unseen::reconnaissance,target unseen,,100000,0.14207,,0.8578,0.00013,0.85806
benign_diagnostic,benign diagnostic,,51989,0.45603877743368787,,0.5224374386889534,0.021523783877358673,0.5654850064436707
