class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3498439,0,0,4487,0
bot,41542,41404,0,0,138,0
brute_force,115040,115020,0,0,20,0
ddos,264872,210554,0,0,54318,0
dos,60594,38849,0,0,21745,0
infiltration,37631,10089,0,0,27542,0
web_attacks,509,225,0,0,284,0
