K,beta,tune_expert_balanced_nll
2,0.0,1.54997
2,0.5,3.105971
2,1.0,6.23593
4,0.0,0.989952
4,0.5,2.349866
4,1.0,5.598795
8,0.0,0.910469
8,0.5,2.519298
8,1.0,6.113436
