class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,82733,82733,0,3498439,3498439
bot,30,30,0,41404,41404
brute_force,21118,21118,0,115020,115020
ddos,151,151,0,210554,210554
dos,22,22,0,38849,38849
infiltration,2286,2286,0,10089,10089
web_attacks,2194,2194,0,225,225
