cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15796,0.7141123584505328,41.05663650367408,0,0,0,0,0,15796,0
1,1970845,0.0916522407512682,0.03880355048161307,1740090,20637,57189,131673,19637,1619,0
2,113,0.00546953922328777,3402.9373008708476,0,0,0,0,0,0,113
