expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9671,136,6517,0.7705,0.6128
2,202121,normgain,0.839,9215,23318,0.7874,0.1141
3,202121,normgain,0.8324,1459,32423,0.8634,0.4368
