cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,22911,0.07849312381431502,0.18333895425810062,4556,8803,0,6401,0,3033,118
1,14849,0.19282632181291537,0.6949223695887997,0,1150,6820,0,6879,0,0
2,11112,0.6085214395440767,2.930561455850192,1102,5,3138,3557,3079,97,134
3,11128,0.12015911482869304,0.5778389136862805,4300,0,0,0,0,6828,0
