distribution,E0(cap=1363613),E1(cap=6176),E2(cap=3299),E3(cap=22)
natural,0.9698355197906494,0.010428647510707378,0.010565624572336674,0.009170141071081161
moderate,0.9708394408226013,0.009660391137003899,0.010661669075489044,0.008838505484163761
attack_parity,0.8827627897262573,0.03745831921696663,0.039375774562358856,0.04040318354964256
