expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9723935973616126,0.014141596897369827,0.01578330011625976,0.3765126512651265,0.007501255131271965,0.2885
probe_access,"scanning,password","scanning,password",False,0.674915,0.00029996224004742933,9.816593314899952e-05,0.035072554874535075,0.0012360627617173704,0.39676
application,xss,"injection,xss",True,0.9583,0.008928734456880968,0.016952130371995562,0.49506260149824505,0.003777035623409669,0.13684
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9503010989525974,0.0,0.0,0.0,0.0013765586034912719,0.0
benign,benign,benign,True,0.88606,0.23939061048598484,0.2067383532783038,0.11336371732411336,0.13108878312474292,
