tau_pre,tau_post,helpful,harmful,accepted,net_gain,feasible,reason
0.00015125799109227955,0.0,9147,70,154655,319183.36524788983,False,"proposal,benign_fpr"
0.00015125799109227955,0.25,8553,3,12793,279184.0580860421,False,"proposal,benign_fpr"
0.00015125799109227955,0.5,5339,1,7316,249145.55881385028,False,proposal
0.00015125799109227955,1.0,1591,0,2298,97439.53311816836,False,proposal
0.00015125799109227955,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.00015125799109227955,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.00015125799109227955,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.28714850544929504,0.0,9084,68,114572,305300.5176301162,False,"proposal,benign_fpr"
0.28714850544929504,0.25,8531,3,12297,278477.344030265,False,"proposal,benign_fpr"
0.28714850544929504,0.5,5333,1,7302,248881.75258921887,False,proposal
0.28714850544929504,1.0,1591,0,2297,97352.81219260141,False,proposal
0.28714850544929504,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.28714850544929504,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.28714850544929504,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.757664293050766,0.0,8817,51,83505,293040.45958104916,False,"proposal,benign_fpr"
0.757664293050766,0.25,8401,0,11512,276102.5746647089,False,proposal
0.757664293050766,0.5,5314,0,7278,248484.25216028898,False,proposal
0.757664293050766,1.0,1589,0,2295,97222.95307116606,False,proposal
0.757664293050766,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.757664293050766,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.757664293050766,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.8799723982810974,0.0,8715,43,67153,289914.6217206072,False,proposal
0.8799723982810974,0.25,8365,0,11421,275586.3632480616,False,proposal
0.8799723982810974,0.5,5307,0,7271,248275.05784314824,False,proposal
0.8799723982810974,1.0,1589,0,2295,97222.95307116606,False,proposal
0.8799723982810974,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.8799723982810974,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.8799723982810974,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.9188440442085266,0.0,8617,32,58618,285469.00861994823,True,
0.9188440442085266,0.25,8323,0,10657,272740.2672996468,True,
0.9188440442085266,0.5,5299,0,7198,247907.90762012557,True,
0.9188440442085266,1.0,1588,0,2294,97161.69507049565,True,
0.9188440442085266,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9188440442085266,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9188440442085266,8.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9480889737606049,0.0,8434,9,50101,282471.04285472876,True,
0.9480889737606049,0.25,8198,0,10473,270841.8000494371,True,
0.9480889737606049,0.5,5289,0,7165,247097.46078170498,True,
0.9480889737606049,1.0,1587,0,2293,97117.8703514974,True,
0.9480889737606049,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9480889737606049,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9480889737606049,8.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9711839556694031,0.0,7972,0,42238,276804.02481937467,True,
0.9711839556694031,0.25,7793,0,9956,266921.4612500291,True,
0.9711839556694031,0.5,5270,0,7099,244991.27408249286,True,
0.9711839556694031,1.0,1583,0,2287,96806.16179446764,True,
0.9711839556694031,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9711839556694031,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9711839556694031,8.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9837830662727356,0.0,7754,0,34062,271010.21187567245,True,
0.9837830662727356,0.25,7604,0,9671,262815.0661317532,True,
0.9837830662727356,0.5,5256,0,7034,242451.87329456577,True,
0.9837830662727356,1.0,1579,0,2273,96117.48781253744,True,
0.9837830662727356,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9837830662727356,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9837830662727356,8.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9891532510519028,0.0,7617,0,26036,265878.89942416514,True,
0.9891532510519028,0.25,7473,0,9463,258229.38686978986,True,
0.9891532510519028,0.5,5204,0,6938,238839.826760566,True,
0.9891532510519028,1.0,1570,0,2261,95396.85565308588,True,
0.9891532510519028,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9891532510519028,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9891532510519028,8.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.9937743544578552,0.0,6326,0,17583,256435.5958280706,True,
0.9937743544578552,0.25,6192,0,8027,249582.4442675147,True,
0.9937743544578552,0.5,5075,0,6725,231689.9172402881,True,
0.9937743544578552,1.0,1562,0,2242,94331.90783618977,True,
0.9937743544578552,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
