class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__flood (owner↑/non-owner↓),in_rate__brute_force (owner↑/non-owner↓),in_rate__tail (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
benign,benign,False,True,100000,,,,0.4207827391030913,0.95678,0.5845055149810159,,0.95678,0.7724799999999999,0.00161,0.0,0.68095,0.95678
brute_force,brute_force,False,True,100000,0.825695648583932,1.0,0.9045271584279317,0.8176919157462023,0.94683,0.8775354158846672,-0.02699174254326453,0.94683,0.7758933333333333,0.67232,0.94683,0.0,0.0
ddos,flood,False,False,100000,1.0,0.99302,0.9964977772425766,0.9999595546972163,0.98895,0.994424305803448,-0.0020734714391286158,0.98895,0.4492766666666666,0.98895,0.0,0.66949,0.98268
dos,flood,False,False,60594,0.999848062800709,0.6516156715186322,0.7890172255305543,0.4391865402100381,0.8689144139683798,0.5834649290491309,-0.20555229648142337,0.8689144139683798,0.8442475052535454,0.8689144139683798,0.3483843284813678,0.03551506749843219,0.08335808825956366
infiltration,tail,True,False,37631,0.9991171277221895,0.9923998830751243,0.995747177005426,0.3424420319502193,0.9564189099412719,0.5043157806238265,-0.4914313963815995,0.9564189099412719,0.751933246525471,0.0001062953416066541,0.0,0.9564189099412719,0.7440939650819803
web_attacks,tail,True,False,509,0.3246217331499312,0.9273084479371316,0.48089658685685177,1.0,0.449901768172888,0.6205962059620596,0.13969961910520778,0.4675834970530452,0.7491814014407335,0.0,0.0,0.4675834970530452,0.7524557956777996
macro_avg,,,,298734,0.8298565144513524,0.9128688005061777,0.833337185012668,0.7198560085207353,0.8422030184165079,0.7160673274646264,-0.11726985754804164,,,,,,
tail_macro_avg,,,,38140,0.6618694304360604,0.9598541655061279,0.7383218819311389,0.6712210159751096,0.70316033905708,0.562455993292943,-0.17586588863819586,,,,,,
weighted_avg,,,,298734,0.940359542172054,0.9259173713069152,0.9226534030657726,0.7423749970413398,0.9454866202039273,0.80956381492935,-0.1130895881364227,,,,,,
