class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
brute_force,brute_force,False,100000,1.0,1.0,0.94683,0.05317,0.0,0.0,gate,21110,dos,21110,0,0
ddos,flood,False,100000,0.99302,0.99996,0.98895,0.01101,0.0,4e-05,gate,4,infiltration,4,5,192
dos,flood,False,60594,0.6516156715186322,0.9944548965244083,0.8689144139683798,0.12554048255602865,0.0,0.0055451034755916425,gate,67232,brute_force,67232,0,0
infiltration,tail,True,37631,0.9923998830751243,0.9908320267864261,0.9564189099412719,0.03441311684515426,0.0,0.009167973213573915,gate,69110,ddos,66949,41524,70292
web_attacks,tail,True,509,0.9273084479371316,0.9390962671905697,0.449901768172888,0.48919449901768175,0.01768172888015717,0.043222003929273084,gate,0,,0,0,32
