true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
brute_force,target known,brute_force,100000,0.05317,0.27451,0.0,0.67232,1.61915
ddos,target known,flood,100000,0.01049,0.32002,0.00056,0.66893,1.65844
dos,target known,flood,60594,0.0955705185331881,0.520530085487012,0.03551506749843219,0.3483843284813678,1.2528138099481796
infiltration,target known,tail,37631,0.04358109005872818,0.9563126145996652,0.0,0.0001062953416066541,0.9565252052828784
web_attacks,target known,tail,509,0.5324165029469549,0.4675834970530452,0.0,0.0,0.4675834970530452
unseen::bot,target unseen,,41542,0.000337008328920129,,0.9996389196475856,2.4072023494294932e-05,0.9996870636945742
benign_diagnostic,benign diagnostic,,100000,0.29516,,0.70452,0.00032,0.70516
