expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9436591653486431,0.48672361372520634,,0.00012036011747147465,4.61361014994233e-05,0.00192
brute_force,brute_force,brute_force,True,0.94683,0.10622238771423108,,0.0,0.0,0.0
tail,"infiltration,web_attacks","bot,infiltration,web_attacks",False,0.9498951232302045,0.2651672716946668,,0.9995667035771026,0.033899925431636106,0.70324
benign,benign,benign,True,0.95678,0.44087047339773844,,1.0,0.006342285204637796,
