round,expert,coverage,regime_tune_rows,marginal,action
0,5,0.4015,1,,dropped(min-support)
0,1,0.9542,26529,0.0204,kept(prune off)
0,2,0.7213,6179,6.1648,kept(prune off)
0,3,0.3755,613,3.5571,kept(prune off)
0,4,0.6248,1362,2.2471,kept(prune off)
0,6,0.9472,173,1.1806,kept(prune off)
0,7,0.9238,109888,0.0016,kept(prune off)
0,8,0.4089,2881,0.2992,kept(prune off)
