expert,threshold,objective,owned_accept_rate,mean_owned_class_accept_rate,min_owned_class_accept_rate,benign_accept_rate,non_owned_attack_accept_rate,owned_local_acc_given_accept,floor_shortfall,owned_support,benign_support,non_owned_attack_support
Rare_Fallback_Known,1.8909212350845337,-2.5458282725835293,0.9230769230769231,0.9523809523809524,0.8571428571428571,0.7704332423454417,0.7226237836424423,1.0,0.09285714285714286,13,371478,53541
Rare_Fallback_Known,1.891259789466858,-2.5457798174933224,0.9230769230769231,0.9523809523809524,0.8571428571428571,0.770417090648706,0.7226237836424423,1.0,0.09285714285714286,13,371478,53541
Rare_Fallback_Known,1.89142906665802,-2.5457717416449537,0.9230769230769231,0.9523809523809524,0.8571428571428571,0.77041439869925,0.7226237836424423,1.0,0.09285714285714286,13,371478,53541
Rare_Fallback_Known,1.8922754526138306,-2.545755589948218,0.9230769230769231,0.9523809523809524,0.8571428571428571,0.7704090148003381,0.7226237836424423,1.0,0.09285714285714286,13,371478,53541
Rare_Fallback_Known,2.0752739906311035,-5.4680676780210415,0.7692307692307693,0.7380952380952381,0.5,0.7052665299156343,0.6617918977979492,1.0,0.6857142857142856,13,371478,53541
Rare_Fallback_Known,2.0753588676452637,-5.468051526324306,0.7692307692307693,0.7380952380952381,0.5,0.7052611460167224,0.6617918977979492,1.0,0.6857142857142856,13,371478,53541
Rare_Fallback_Known,2.075613498687744,-5.46803537462757,0.7692307692307693,0.7380952380952381,0.5,0.7052557621178105,0.6617918977979492,1.0,0.6857142857142856,13,371478,53541
Rare_Fallback_Known,2.076037883758545,-5.467970767840628,0.7692307692307693,0.7380952380952381,0.5,0.7052342265221628,0.6617918977979492,1.0,0.6857142857142856,13,371478,53541
Rare_Fallback_Known,2.0768864154815674,-5.466056791777442,0.7692307692307693,0.7380952380952381,0.5,0.704596234501101,0.6617918977979492,1.0,0.6857142857142856,13,371478,53541
Rare_Fallback_Known,2.079432487487793,-5.465483406543323,0.7692307692307693,0.7380952380952381,0.5,0.7044051060897281,0.6617918977979492,1.0,0.6857142857142856,13,371478,53541
Rare_Fallback_Known,2.1262385845184326,-6.4783929142711765,0.6923076923076923,0.6547619047619048,0.5,0.6839624419211905,0.6526960646980818,1.0,0.8857142857142856,13,371478,53541
Rare_Fallback_Known,2.126601219177246,-6.4783929142711765,0.6923076923076923,0.6547619047619048,0.5,0.6839624419211905,0.6526960646980818,1.0,0.8857142857142856,13,371478,53541
Rare_Fallback_Known,2.1276891231536865,-6.473410614940698,0.6923076923076923,0.6547619047619048,0.5,0.6823203527530567,0.6526400328720047,1.0,0.8857142857142856,13,371478,53541
Rare_Fallback_Known,2.129502058029175,-6.468171385799941,0.6923076923076923,0.6547619047619048,0.5,0.6806486521409074,0.6524159055676958,1.0,0.8857142857142856,13,371478,53541
Rare_Fallback_Known,2.1331284046173096,-6.463269784920874,0.6923076923076923,0.6547619047619048,0.5,0.679232686727074,0.6517622009301283,1.0,0.8857142857142856,13,371478,53541
Rare_Fallback_Known,2.1440069675445557,-6.460990369215009,0.6923076923076923,0.6547619047619048,0.5,0.6784977845255977,0.651687491828692,1.0,0.8857142857142856,13,371478,53541
