class_name,beta,fire_rate_all,fire_rate_true,mean_conf_all,mean_conf_true
bot,0.2,0.007073975439892415,0.9949109414758269,0.032718297094106674,0.9688966274261475
heartbleed,0.8,0.0006556195074194569,1.0,0.0037005094345659018,0.9969071745872498
web-attack-�-brute-force,0.5,0.0008464737036493797,0.9900332225913622,0.0017041538376361132,0.9771204590797424
web-attack-�-sql-injection,0.7,0.014511987587408572,0.5,0.41401150822639465,0.5456185936927795
web-attack-�-xss,1.0,0.002003969060414189,0.9615384615384616,0.023216960951685905,0.8965030908584595
